"","Type","Model","Status","Lost by","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"370","Armoured fighting vehicles","FV432 Bulldog","Destroyed","Ukraine",2024-10-19,"Kursk oblast","https://i.postimg.cc/J4Zt3m4y/2102-FV432-Bulldog-destr-19-10-24.jpg","https://t.me/zovpobedy/13451",NA,"Cope cage,∆","Ukraine","Armoured fighting vehicles",NA,NA
"371","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-10-23,"Semenovka",NA,"https://t.me/stanislav_reporter/122","51.451389,35.225583","Improvised","Ukraine","Armoured fighting vehicles",51.451389,35.225583
"372","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-10-15,"Sheptukhovka","https://i.postimg.cc/MKLXDZhx/2081-M1132-Stryker-engineer-squad-vehicle-destr-16-10-24.jpg","https://t.me/lost_warinua/93368","51.444222,35.205611",NA,"Ukraine","Armoured fighting vehicles",51.444222,35.205611
"373","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-10-09,"Novyi Put","https://i.postimg.cc/SjFFQww3/2031-M1126-Stryker-infantry-carrier-vehicle-destr-09-10-24.jpg","https://t.me/frontline_pvt/3245","51.251306,34.573583",NA,"Ukraine","Armoured fighting vehicles",51.251306,34.573583
"374","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-09-25,"Kauchuk","https://i.postimg.cc/W3ryXVtM/2005-M1126-Stryker-infantry-carrier-vehicle-destr-25-09-24.jpg","https://t.me/stanislav_reporter/49","51.464871,35.195640","Cope cage","Ukraine","Armoured fighting vehicles",51.464871,35.19564
"375","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-09-19,"Kursk oblast","https://i.postimg.cc/hjcRJsTf/2011-M1126-Stryker-infantry-carrier-vehicle-destr-19-09-24.jpg","https://t.me/lost_warinua/95220",NA,"Cope cage","Ukraine","Armoured fighting vehicles",NA,NA
"376","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-09-14,"Kursk oblast","https://i.postimg.cc/8zWRGs57/2003-M1126-Stryker-infantry-carrier-vehicle-destr-17-09-24.jpg","https://t.me/lost_warinua/89513",NA,"Improvised","Ukraine","Armoured fighting vehicles",NA,NA
"377","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-09-12,"Medvezhe","https://i.postimg.cc/zfWS57zZ/2027-Unknown-IMV-dam-aband-12-09-24.jpg","https://t.me/lost_warinua/89709","51.268024,34.681579",NA,"Ukraine","Armoured fighting vehicles",51.268024,34.681579
"378","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-09-12,"Medvezhe","https://i.postimg.cc/WbxGx02R/2029-M1126-Stryker-infantry-carrier-vehicle-destr-12-09-24.jpg","https://t.me/lost_warinua/89709","51.267859,34.681048",NA,"Ukraine","Armoured fighting vehicles",51.267859,34.681048
"379","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-09-09,"Semenovka","https://i.postimg.cc/PrCb6Snz/2019-M1126-Stryker-infantry-carrier-vehicle-destr-15-09-24.jpg","https://t.me/lost_warinua/89557","51.447558,35.215769","∆","Ukraine","Armoured fighting vehicles",51.447558,35.215769
"380","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-09-04,"Durovka","https://i.postimg.cc/xCVWF3r3/2017-BRDM-2-L1-destr-05-09-24.jpg","https://t.me/lost_warinua/88485","51.408444,35.042361","∆,Improvised,Flipped","Ukraine","Armoured fighting vehicles",51.408444,35.042361
"381","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Destroyed","Ukraine",2024-08-16,"Sheptukhovka","https://i.postimg.cc/Y9q1n3f2/2016-M1126-Stryker-Infantry-Carrier-Vehicle-destr-16-08-24.jpg","https://t.me/lost_warinua/86840","51.416869,35.191713","∆","Ukraine","Armoured fighting vehicles",51.416869,35.191713
"382","Armoured fighting vehicles","M113A3","Destroyed","Ukraine",2024-10-24,"Nizhnii Klin","https://i.postimg.cc/gjz6d77V/2018-M113-A3-destr-25-10-24.jpg","https://t.me/lost_warinua/94412","51.276139,35.095","∆","Ukraine","Armoured fighting vehicles",51.276139,35.095
"383","Armoured fighting vehicles","M113A3","Destroyed","Ukraine",2024-10-23,"Gogolevka","https://i.postimg.cc/rFh5y8MK/2001-M113-A3-destr-23-10-24.jpg","https://t.me/lost_warinua/94200","51.185167,35.154556","Cope cage,Improvised","Ukraine","Armoured fighting vehicles",51.185167,35.154556
"384","Armoured fighting vehicles","M113A3","Destroyed","Ukraine",2024-09-21,"Kursk oblast","https://i.postimg.cc/TY7FQ8wW/2011-M113-A3-destr-21-09-24.jpg","https://t.me/lost_warinua/90357",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"385","Armoured fighting vehicles","M113A3","Destroyed","Ukraine",2024-09-12,"Apanasovka","https://i.postimg.cc/BbrrVNNY/2016-M113-destr-12-09-24.jpg","https://t.me/ogvmsbr_200Z/1492",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"386","Armoured fighting vehicles","M2A2 Bradley ODS-SA","Destroyed","Ukraine",2024-11-07,"Sudzha raion",NA,"https://t.me/lost_warinua/95915",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"387","Armoured fighting vehicles","M2A2 Bradley ODS-SA","Destroyed","Ukraine",2024-10-01,"Kursk oblast","https://i.postimg.cc/k4Sr99z8/2001-M2-A2-Bradley-ODS-SA-destr-01-10-24.jpg","https://t.me/lost_warinua/91577",NA,"Cope cage,∇","Ukraine","Armoured fighting vehicles",NA,NA
"388","Armoured fighting vehicles","Marder 1A3","Destroyed","Ukraine",2024-09-18,"Medvezhe","https://i.postimg.cc/R06j47tc/2035-Marder-1-A3-destr-18-09-24.jpg","https://t.me/RVvoenkor/77211","51.249263,34.664372",NA,"Ukraine","Armoured fighting vehicles",51.249263,34.664372
"389","Armoured fighting vehicles","Marder 1A3","Destroyed","Ukraine",2024-09-05,"Kursk oblast","https://i.postimg.cc/5t1GvfZv/2006-Marder-1-A3-destr-05-09-24.jpg","https://t.me/lost_warinua/88853",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"390","Armoured fighting vehicles","MT-LB-S medical evacuation vehicle","Destroyed","Ukraine",2024-09-10,"Komarovka","https://i.postimg.cc/9f49L2dg/2028-MT-LB-S-medical-evacuation-vehicle-destr-10-09-24.jpg","https://t.me/lost_warinua/89173","51.323083,34.799722",NA,"Ukraine","Armoured fighting vehicles",51.323083,34.799722
"391","Armoured fighting vehicles","Unknown AFV","Destroyed","Ukraine",2024-09-29,"Veseloe","https://i.postimg.cc/Pqp7jqz7/2025-Unknown-IFV-destr-29-09-24.jpg","https://t.me/lost_warinua/91288","51.293389,34.528556",NA,"Ukraine","Armoured fighting vehicles",51.293389,34.528556
"392","Armoured fighting vehicles","VAB","Destroyed","Ukraine",2024-10-15,"Semenovka","https://i.postimg.cc/KcdRg4FS/2087-VAB-destr-15-10-24.jpg","https://www.mk.ru/photo/gallery/47071-931162.html","51.428438,35.205498","Cope cage,∆","Ukraine","Armoured fighting vehicles",51.428438,35.205498
"393","Armoured fighting vehicles","VAB","Destroyed","Ukraine",2024-09-26,"Kursk oblast","https://i.postimg.cc/7hnWrN3h/2014-VAB-destr-26-09-24.jpg","https://t.me/lost_warinua/90968",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"394","Armoured fighting vehicles","VAB","Destroyed","Ukraine",2024-09-11,"Korenevo raion","https://i.postimg.cc/rs5DtDR7/2003-VAB-destr-11-09-24.jpg","https://t.me/lost_warinua/89252",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"395","Armoured fighting vehicles","VAB","Destroyed","Ukraine",2024-08-18,"Olgovka","https://i.postimg.cc/W17Xy8wr/2002-VAB-destr-18-08-24.jpg","https://t.me/lost_warinua/87210","51.407824,34.992953","Cope cage,∆","Ukraine","Armoured fighting vehicles",51.407824,34.992953
"396","Command vehicles","M577 command post","Destroyed","Ukraine",2024-09-15,"Byakhovo","https://i.postimg.cc/jdghhCg9/2032-M577-command-post-destr-15-09-24.jpg","https://t.me/WS_videos/2673",NA,"∆","Ukraine","Command vehicles",NA,NA
"397","Command vehicles","M577 command post","Destroyed","Ukraine",2024-09-01,"Kursk oblast","https://i.postimg.cc/KjPB4tPB/2012-M577-command-post-destr-01-09-24.jpg","https://t.me/lost_warinua/88236",NA,"∇","Ukraine","Command vehicles",NA,NA
"398","Command vehicles","M577 command post","Destroyed","Ukraine",2024-08-19,"Korenevo","https://i.postimg.cc/JzCdXnZw/2012-M577-command-post-destr-19-08-24.jpg","https://t.me/lost_warinua/87753","51.411804,34.943625","∆","Ukraine","Command vehicles",51.411804,34.943625
"399","Drones","A1-SM 'Furiia' reconnaissance UAV","Captured","Ukraine",2024-10-02,"Kursk oblast","https://i.postimg.cc/dVcH1fFY/2027-A1-SM-Furiia-reconnaissance-UAV-capt-02-10-24.jpg","https://t.me/lost_warinua/92390",NA,NA,"Ukraine","Drones",NA,NA
"400","Drones","Leleka-100' reconnaissance UAV","Captured","Ukraine",2024-09-06,"Kursk oblast","https://i.postimg.cc/sxfK6sys/2028-Leleka-100-reconnaissance-UAV-capt-06-09-24.jpg","https://t.me/lost_warinua/88806",NA,NA,"Ukraine","Drones",NA,NA
"401","Engineering","IMR-2(M) combat engineering vehicle","Damaged","Ukraine",2024-08-19,"Yunakivka",NA,"https://t.me/rusich_army/16632","51.123106,35.011528","Loitering","Ukraine","Engineering",51.123106,35.011528
"402","Engineering","IMR-2(M) combat engineering vehicle","Damaged","Ukraine",2024-08-17,"Oleshnya","https://i.postimg.cc/6pXymh2j/2004-IMR-2-M-combat-engineering-vehicle-dam-17-08-24.jpg","https://t.me/warriorofnorth/2157","51.121497,35.174660","Loitering","Ukraine","Engineering",51.121497,35.17466
"403","Engineering","Bergepanzer 2 armoured recovery vehicle","Destroyed","Ukraine",2024-09-04,"Durovka","https://i.postimg.cc/k45P8rZR/2006-Bergepanzer-2-armoured-recovery-vehicle-destr-04-09-24.jpg","https://t.me/lost_warinua/88481","51.409861,35.042361","∆","Ukraine","Engineering",51.409861,35.042361
"404","Engineering","BREM-1 armoured recovery vehicle","Destroyed","Ukraine",2024-09-27,"Glushkovo raion","https://i.postimg.cc/05BWNMPZ/2009-BREM-1-armoured-recovery-vehicle-destr-27-09-24.jpg","https://t.me/lost_warinua/91089",NA,"∆","Ukraine","Engineering",NA,NA
"405","Engineering","BREM-1 armoured recovery vehicle","Destroyed","Ukraine",2024-09-12,"Medvezhe","https://i.postimg.cc/C5GBRrZk/2028-BREM-1-armoured-recovery-vehicle-destr-12-09-24.jpg","https://t.me/lost_warinua/89709","51.267889,34.680944",NA,"Ukraine","Engineering",51.267889,34.680944
"406","Engineering","IMR-2(M) combat engineering vehicle","Destroyed","Ukraine",2024-09-23,"Pavlivka","https://i.postimg.cc/zf8dr5xB/2038-IMR-2-M-combat-engineering-vehicle-destr-23-09-24.jpg","https://t.me/lost_warinua/90581","51.206361,34.498444",NA,"Ukraine","Engineering",51.206361,34.498444
"407","Engineering","KT-L recovery vehicle","Destroyed","Ukraine",2024-08-19,"Rubanshchina","https://i.postimg.cc/05h6pv8q/2001-KT-L-recovery-vehicle-destr-19-08-24.jpg","https://t.me/lost_warinua/87043","51.189744,35.206316",NA,"Ukraine","Engineering",51.189744,35.206316
"408","Engineering","M1132 Stryker engineer squad vehicle","Destroyed","Ukraine",2024-10-09,"Kursk oblast","https://i.postimg.cc/q7VRPbJ5/2026-M1132-Stryker-engineer-squad-vehicle-destr-09-10-24.jpg","https://t.me/lost_warinua/92459",NA,"∆","Ukraine","Engineering",NA,NA
"409","Engineering","M1132 Stryker engineer squad vehicle","Destroyed","Ukraine",2024-09-25,"Korenevo raion",NA,"https://t.me/lost_warinua/91651",NA,"Mine plow/roller","Ukraine","Engineering",NA,NA
"410","Engineering","M1132 Stryker engineer squad vehicle","Destroyed","Ukraine",2024-08-14,"Olgovka","https://i.postimg.cc/hjyVHdpL/2014-M1132-Stryker-Engineer-Squad-Vehicle-destr-14-08-24.jpg","https://t.me/tactical_13/5776",NA,"Mine plow/roller,∆","Ukraine","Engineering",NA,NA
"411","Engineering","M1132 Stryker engineer squad vehicle","Destroyed","Ukraine",2024-08-09,"Kursk oblast","https://i.postimg.cc/N0NZg6RY/2011-M1132-Stryker-Engineer-Squad-Vehicle-destr-09-08-24.jpg","https://t.me/lost_warinua/85890",NA,"Mine plow/roller","Ukraine","Engineering",NA,NA
"412","Engineering","Unknown excavator","Destroyed","Ukraine",2024-08-18,"Kursk oblast","https://i.postimg.cc/0NsQhpSt/2004-Unknown-excavator-destr-18-08-24.jpg","https://t.me/WS_videos/2642",NA,NA,"Ukraine","Engineering",NA,NA
"413","Infantry mobility vehicles","BMC Kirpi","Abandoned","Ukraine",2024-09-03,"Plekhovo","https://i.postimg.cc/9X8q8Nrs/2019-BMC-Kirpi-dam-aband-03-09-24.jpg","https://t.me/zogrussia1/734","51.101407,35.350530","Damaged","Ukraine","Infantry mobility vehicles",51.101407,35.35053
"414","Infantry mobility vehicles","International M1224 MaxxPro","Abandoned","Ukraine",2024-10-17,"Kremyanoe","https://i.postimg.cc/5jW4hj1F/2067-M1224-Maxx-Pro-aband-17-10-24.jpg","https://t.me/lost_warinua/93398",NA,"Cope cage","Ukraine","Infantry mobility vehicles",NA,NA
"415","Infantry mobility vehicles","International M1224 MaxxPro","Abandoned","Ukraine",2024-10-04,"Olgovka","https://i.postimg.cc/pXXxBbYK/2001-M1224-Maxx-Pro-dam-aband-04-10-24.jpg","https://t.me/lost_warinua/91888","51.391278,35.015444","Damaged,Flipped,∆","Ukraine","Infantry mobility vehicles",51.391278,35.015444
"416","Infantry mobility vehicles","Kozak-7'","Abandoned","Ukraine",2024-10-26,"Cherkasskaya Konopelka","https://i.postimg.cc/tC50QBgx/2002-Kozak-7-dam-aband-26-10-24.jpg","https://t.me/russian_airborne/7779?single",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"417","Infantry mobility vehicles","Kozak-7'","Abandoned","Ukraine",2024-10-26,"Cherkasskaya Konopelka","https://i.postimg.cc/PrhGRgdH/2000-Kozak-7-dam-aband-26-10-24.jpg","https://t.me/russian_airborne/7779",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"418","Infantry mobility vehicles","Kozak-7'","Abandoned","Ukraine",2024-10-24,"Olgovka","https://i.postimg.cc/vmxKLq3t/2012-Kozak-7-aband-24-10-24.jpg","https://t.me/lost_warinua/94291",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"419","Infantry mobility vehicles","Kozak-7'","Abandoned","Ukraine",2024-10-24,"Kursk oblast","https://i.postimg.cc/ydqbfmG4/2013-Kozak-7-dam-aband-24-10-24.jpg","https://t.me/lost_warinua/94287",NA,"Damaged,∇,∆","Ukraine","Infantry mobility vehicles",NA,NA
"420","Infantry mobility vehicles","Kozak-7'","Abandoned","Ukraine",2024-09-27,"Veseloe","https://i.postimg.cc/Kcqtn5yn/2003-Kozak-7-dam-aband-27-09-24.jpg","https://t.me/zogrussia1/772",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"421","Infantry mobility vehicles","Kozak-7'","Abandoned","Ukraine",2024-09-03,"Plekhovo","https://i.postimg.cc/yxbgDWM7/2018-Kozak-7-aband-03-09-24.jpg","https://t.me/zogrussia1/734","51.101407,35.350530","∆","Ukraine","Infantry mobility vehicles",51.101407,35.35053
"422","Infantry mobility vehicles","Kozak-7'","Abandoned","Ukraine",2024-08-17,"Russkoe Porechnoe","https://i.postimg.cc/qqXbj5zw/2014-Kozak-7-dam-aband-17-08-24.jpg","https://t.me/AptiAlaudinovAKHMAT/5329,","51.320541,35.334384","Damaged","Ukraine","Infantry mobility vehicles",51.320541,35.334384
"423","Infantry mobility vehicles","Kozak-7'","Abandoned","Ukraine",2024-08-14,"Safonovka","https://i.postimg.cc/J4TSP6N0/2012-Kozak-7-aband-14-08-24.jpg","https://t.me/harry_homolsky/6790",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"424","Infantry mobility vehicles","M1114/M1151 HMMWV","Abandoned","Ukraine",2024-11-02,"Kursk oblast",NA,"https://t.me/diomeddog/3650",NA,"Damaged","Ukraine","Infantry mobility vehicles",NA,NA
"425","Infantry mobility vehicles","M1114/M1151 HMMWV","Abandoned","Ukraine",2024-10-28,"Kursk oblast","https://i.postimg.cc/t4CKXF1m/2016-M1151-HMMWV-dam-aband-28-10-24.jpg","https://t.me/lost_warinua/94812",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"426","Infantry mobility vehicles","M1114/M1151 HMMWV","Abandoned","Ukraine",2024-08-12,"Safonovka","https://i.postimg.cc/ZYW4T0s9/2010-M1151-HMMWV-dam-aband-12-08-24.jpg","https://t.me/lost_warinua/86198","51.480070,35.138630","Damaged,∆","Ukraine","Infantry mobility vehicles",51.48007,35.13863
"427","Infantry mobility vehicles","M1152 HMMWV","Abandoned","Ukraine",2024-10-24,"Kursk oblast","https://i.postimg.cc/8c4XPqzN/2014-M1152-HMMWV-dam-aband-24-10-24.jpg","https://t.me/lost_warinua/94283",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"428","Infantry mobility vehicles","Roshel Senator MRAP","Abandoned","Ukraine",2024-09-18,"Olgovka","https://i.postimg.cc/wxN6TFzJ/2000-Roshel-Senator-MRAP-capt-17-10-24.jpg","https://t.me/lost_warinua/94204","51.401944,35.015639","Damaged,∆","Ukraine","Infantry mobility vehicles",51.401944,35.015639
"429","Infantry mobility vehicles","BMC Kirpi","Captured","Ukraine",2024-10-23,"Veseloe",NA,"https://t.me/lost_warinua/94227",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"430","Infantry mobility vehicles","BMC Kirpi","Captured","Ukraine",2024-10-22,"Veseloe","https://i.postimg.cc/0yFTSK88/2005-BMC-Kirpi-dam-aband-27-09-24.jpg","https://t.me/frontline_pvt/3609?single","51.276546,34.602334","Damaged,∆","Ukraine","Infantry mobility vehicles",51.276546,34.602334
"431","Infantry mobility vehicles","BMC Kirpi","Captured","Ukraine",2024-10-19,"Kursk oblast","https://i.postimg.cc/JnptvrZy/2015-BMC-Kirpi-dam-capt-19-10-24.jpg","https://t.me/voenacher/73744",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"432","Infantry mobility vehicles","BMC Kirpi","Captured","Ukraine",2024-10-01,"Glushkovo raion","https://i.postimg.cc/MKqkkCDM/2004-BMC-Kirpi-capt-01-10-24.jpg","https://t.me/lost_warinua/91534",NA,"◇,✕,Z","Ukraine","Infantry mobility vehicles",NA,NA
"433","Infantry mobility vehicles","Cougar H","Captured","Ukraine",2024-10-21,"Kursk oblast","https://i.postimg.cc/L8bz5yGT/2110-M1224-Maxx-Pro-capt-21-10-24.jpg","https://t.me/sashakots/49642",NA,"Cope cage,∆","Ukraine","Infantry mobility vehicles",NA,NA
"434","Infantry mobility vehicles","Cougar H","Captured","Ukraine",2024-10-10,"Kursk oblast","https://i.postimg.cc/Sxsyjp5Y/2007-Cougar-H-dam-capt-10-10-24.jpg","https://t.me/lost_warinua/92566",NA,"Damaged,Cope cage,Improvised,∆","Ukraine","Infantry mobility vehicles",NA,NA
"435","Infantry mobility vehicles","Cougar H","Captured","Ukraine",2024-09-14,"Safonovka","https://i.postimg.cc/Hs879QYK/2100-Cougar-H-capt-14-09-24.jpg","https://www.1rnd.ru/news/obshchestvo/v-rostove-otkrylas-vystavka-trofeev-iz-zony-svo/","51.486121,35.144966","∆","Ukraine","Infantry mobility vehicles",51.486121,35.144966
"436","Infantry mobility vehicles","Cougar H","Captured","Ukraine",2024-08-12,"Kursk oblast","https://i.postimg.cc/mZKRhRKm/2004-Cougar-H-destr-12-08-24.jpg","https://t.me/lost_warinua/86245",NA,"Cope cage,Improvised,∆","Ukraine","Infantry mobility vehicles",NA,NA
"437","Infantry mobility vehicles","International M1224 MaxxPro","Captured","Ukraine",2024-10-19,"Korenevo raion","https://i.postimg.cc/x8zjpLr2/2059-M1224-Maxx-Pro-capt-19-10-24.jpg","https://vk.com/militarychronicles?z=photo-219928383_457248813%2Fwall-219928383_89989",NA,"V,◇,+","Ukraine","Infantry mobility vehicles",NA,NA
"438","Infantry mobility vehicles","International M1224 MaxxPro","Captured","Ukraine",2024-10-10,"Kursk oblast","https://i.postimg.cc/XNmpKYMW/2001-M1224-Maxx-Pro-capt-10-10-24.jpg","https://t.me/warriorofnorth/3289?single",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"439","Infantry mobility vehicles","International M1224 MaxxPro","Captured","Ukraine",2024-10-10,"Korenevo raion","https://i.postimg.cc/YCw0VDqy/2003-M1224-Maxx-Pro-dam-capt-10-10-24.jpg","https://t.me/warriorofnorth/3289?single",NA,"Damaged,◇,+","Ukraine","Infantry mobility vehicles",NA,NA
"440","Infantry mobility vehicles","International M1224 MaxxPro","Captured","Ukraine",2024-09-17,"Kursk oblast","https://i.postimg.cc/ydvQRjwg/2020-M1224-Maxx-Pro-capt-17-09-24.jpg","https://t.me/lost_warinua/89732",NA,"Damaged,◇,+","Ukraine","Infantry mobility vehicles",NA,NA
"441","Infantry mobility vehicles","International M1224 MaxxPro","Captured","Ukraine",2024-08-29,"Sheptukhovka",NA,"https://t.me/lost_warinua/87949","51.443639,35.167083","Damaged,◇,+","Ukraine","Infantry mobility vehicles",51.443639,35.167083
"442","Infantry mobility vehicles","Kozak-7'","Captured","Ukraine",2024-10-22,"Veseloe","https://i.postimg.cc/RhDf4vTP/2004-Kozak-7-dam-aband-27-09-24.jpg","https://t.me/frontline_pvt/3609?single","51.275171,34.601792","Damaged,∆","Ukraine","Infantry mobility vehicles",51.275171,34.601792
"443","Infantry mobility vehicles","Kozak-7'","Captured","Ukraine",2024-10-06,"Kursk oblast","https://i.postimg.cc/gcKmRkRY/2012-Kozak-7-dam-capt-06-10-24.jpg","https://t.me/lost_warinua/92030",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"444","Infantry mobility vehicles","Kozak-7'","Captured","Ukraine",2024-09-23,"Kursk oblast","https://i.postimg.cc/x1hbnVTJ/2006-Kozak-7-capt-24-09-24.jpg","https://t.me/readovkanews/88354",NA,"∆,✕,◇","Ukraine","Infantry mobility vehicles",NA,NA
"445","Infantry mobility vehicles","Kozak-7'","Captured","Ukraine",2024-08-15,"Safonovka","https://i.postimg.cc/nhggtXwt/2011-Kozak-7-aband-14-08-24.jpg","https://mr-7.ru/articles/2024/11/02/vystavka-trofeinoi-tekhniki-iz-zony-svo-otkroetsia-v-peterburge-v-den-narodnogo-edinstva-news","51.486389,35.149778","Damaged,∆","Ukraine","Infantry mobility vehicles",51.486389,35.149778
"446","Infantry mobility vehicles","Kozak-7'","Captured","Ukraine",2024-08-14,"Kolotilovka","https://i.postimg.cc/qq4WZWDh/2007-Kozak-7-dam-aband-14-08-24.jpg",NA,"50.813472,35.412889","Damaged,∆","Ukraine","Infantry mobility vehicles",50.813472,35.412889
"447","Infantry mobility vehicles","M1114/M1151 HMMWV","Captured","Ukraine",2024-09-23,"Kursk oblast","https://i.postimg.cc/Y9kNK99D/2029-M1151-HMMWV-capt-23-09-24.jpg","https://t.me/lost_warinua/90664",NA,"Damaged,∆","Ukraine","Infantry mobility vehicles",NA,NA
"448","Infantry mobility vehicles","M1114/M1151 HMMWV","Captured","Ukraine",2024-08-15,"Kursk oblast","https://i.postimg.cc/j2cBVvB8/2002-M1151-HMMWV-capt-15-08-24.jpg","https://t.me/lost_warinua/86739",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"449","Infantry mobility vehicles","Oshkosh M-ATV","Captured","Ukraine",2024-10-17,"Veseloe","https://i.postimg.cc/x821Xgp4/2064-Oshkosh-M-ATV-capt-17-10-24.jpg","https://t.me/lost_warinua/93433",NA,"Cope cage,Improvised","Ukraine","Infantry mobility vehicles",NA,NA
"450","Infantry mobility vehicles","Roshel Senator APC","Captured","Ukraine",2024-09-23,"Korenevo","https://i.postimg.cc/76Bt9cML/2017-Roshel-Senator-APC-capt-23-09-24.jpg","https://t.me/dva_majors/53428",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"451","Infantry mobility vehicles","Roshel Senator APC","Captured","Ukraine",2024-08-11,"Kremyanoe","https://i.postimg.cc/J0NXyK7x/2006-Roshel-Senator-APC-capt-11-08-24.jpg","https://t.me/lost_warinua/86091","51.391029,35.073835","∆","Ukraine","Infantry mobility vehicles",51.391029,35.073835
"452","Infantry mobility vehicles","Roshel Senator MRAP","Captured","Ukraine",2024-09-17,"Kursk oblast","https://i.postimg.cc/V6gGMwJW/2044-Roshel-Senator-MRAP-capt-17-09-24.jpg","https://t.me/lost_warinua/89844",NA,"∇","Ukraine","Infantry mobility vehicles",NA,NA
"453","Infantry mobility vehicles","Roshel Senator MRAP","Captured","Ukraine",2024-09-15,"Safonovka","https://i.postimg.cc/43crQ4dp/2001-Roshel-Senator-MRAP-capt-15-09-24.jpg",NA,"51.481211,35.138111","∆","Ukraine","Infantry mobility vehicles",51.481211,35.138111
"454","Infantry mobility vehicles","Roshel Senator MRAP","Captured","Ukraine",2024-09-03,"Safonovka","https://i.postimg.cc/YCcLnhjS/2101-Roshel-Senator-MRAP-capt-14-09-24.jpg","https://vk.com/video-128248569_456253093?ref_domain=yandex-video.naydex.net","51.486797,35.146475","Damaged,∆","Ukraine","Infantry mobility vehicles",51.486797,35.146475
"455","Infantry mobility vehicles","Roshel Senator MRAP","Captured","Ukraine",2024-08-13,"Kursk oblast","https://i.postimg.cc/gkp8994T/2036-Roshel-Senator-MRAP-capt-13-08-24.jpg","https://t.me/dva_majors/49727",NA,"Cope cage,∆","Ukraine","Infantry mobility vehicles",NA,NA
"456","Infantry mobility vehicles","Bushmaster","Damaged","Ukraine",2024-08-10,"Oleshnya",NA,"https://t.me/atodoneck/41921","51.12184,35.17590","∆","Ukraine","Infantry mobility vehicles",51.12184,35.1759
"457","Infantry mobility vehicles","International M1224 MaxxPro","Damaged","Ukraine",2024-08-09,"Kursk oblast","https://i.postimg.cc/Nf0TG8q6/2018-M1224-Maxx-Pro-dam-09-08-24.jpg","https://t.me/WS_videos/2620",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"458","Infantry mobility vehicles","Roshel Senator MRAP","Damaged","Ukraine",2024-08-18,"Agronom","https://i.postimg.cc/Dz969L7C/2009-Roshel-Senator-MRAP-dam-18-08-24.jpg","https://t.me/vorposte/60105","51.197306,35.378083","∆","Ukraine","Infantry mobility vehicles",51.197306,35.378083
"459","Infantry mobility vehicles","BMC Kirpi","Destroyed","Ukraine",2024-10-31,"Kursk oblast","https://i.postimg.cc/SKmgCv1F/2008-BMC-Kirpi-destr-30-09-24.jpg","https://t.me/lost_warinua/95295",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"460","Infantry mobility vehicles","BMC Kirpi","Destroyed","Ukraine",2024-10-09,"Veseloe","https://i.postimg.cc/kMQ503B3/2035-BMC-Kirpi-destr-09-10-24.jpg","https://t.me/frontline_pvt/3245","51.274056,34.568000",NA,"Ukraine","Infantry mobility vehicles",51.274056,34.568
